lsoa11,no2,pm10,so2
E01013763,16.20509301,14.67677252,1.230393252
E01013764,13.61943996,14.06677039,1.137374304
E01013765,14.72560617,14.33818641,1.173477419
E01013766,14.72351802,14.3403192,1.173108644
E01013767,12.0381436,13.98431912,1.101501357
E01013768,12.10331586,14.01958677,1.108056787
E01013770,12.87559296,14.04083545,1.134346143
E01013771,13.25433648,14.08940502,1.148055988
E01013772,11.92648225,14.0009074,1.100979458
E01013773,12.88307472,14.04069535,1.134582779
E01013774,16.28702927,14.71678298,1.26288376
E01013775,15.41353532,14.46660207,1.229714847
E01013776,15.33907178,14.50797662,1.247480809
E01013777,14.98642706,14.4507545,1.249528621
E01013778,16.36579443,14.72582672,1.261520352
E01013779,15.86634699,14.66451894,1.268860202
E01013780,14.81993169,14.52519097,1.29121314
E01013781,14.34822599,14.45802805,1.288042558
E01013782,14.33678993,14.45266989,1.279378078
E01013783,15.32385245,14.59338388,1.275210682
E01013784,14.28087141,14.43758536,1.275628861
E01013785,14.19500989,14.45514351,1.298412298
E01013786,14.37627812,14.47117136,1.309296133
E01013787,8.357547117,13.47831751,1.028277536
E01013788,8.440452674,14.05903464,1.125418347
E01013789,8.433591045,13.72254353,1.139439141
E01013790,8.354094028,14.24090036,1.114227298
E01013791,8.716411908,14.40605919,1.129163951
E01013792,8.557287979,13.79890509,1.124282026
E01013793,8.523344994,13.9844578,1.131844705
E01013794,8.603012875,13.30257724,1.025250452
E01013795,8.509297053,13.60244799,1.059390182
E01013796,8.363601826,13.85148455,1.123839886
E01013797,8.583594824,13.58380242,1.187238511
E01013798,9.041931629,13.89744425,1.488572419
E01013799,9.002956715,13.77772575,1.463755045
E01013800,8.596026738,13.46742185,1.135833025
E01013801,8.597970009,13.57006931,1.144183596
E01013802,8.703147973,13.61616777,1.272946094
E01013803,8.754709244,13.61835734,1.195015828
E01013804,8.969376491,14.43842191,1.126069307
E01013805,8.583922108,14.43657704,1.11346594
E01013806,8.508279037,13.25161209,1.016473341
E01013807,8.528415067,13.42407582,1.036248213
E01013808,8.498352528,13.34868908,1.019611657
E01013809,8.487469056,14.16755295,1.070624127
E01013810,16.58525862,14.67881301,1.58411098
E01013811,16.5777971,14.68029763,1.584460984
E01013812,16.74692929,14.71420296,1.589720701
E01013813,17.11864833,14.78155951,1.606487189
E01013814,16.79331965,14.71853805,1.596612782
E01013815,16.6215477,14.65913199,1.590037564
E01013816,17.14419923,14.7659829,1.629500414
E01013817,14.52891688,14.37144723,1.462150908
E01013818,14.66440618,14.37705283,1.467557729
E01013819,15.01789854,14.36601218,1.482845603
E01013820,15.42448439,14.42443223,1.513057129
E01013821,15.09785967,14.36739575,1.488698407
E01013822,14.96141885,14.35021879,1.482708891
E01013823,15.14019256,14.36726691,1.491763934
E01013824,15.33690674,14.41037291,1.505944846
E01013825,15.27234338,14.38904531,1.502992868
E01013826,14.89434826,14.36869636,1.476882257
E01013827,15.01522286,14.32969705,1.512221031
E01013828,15.4304094,14.39829206,1.524859262
E01013829,15.24703032,14.35727391,1.51331862
E01013830,15.42387821,14.40523431,1.514951621
E01013831,14.72804232,14.30852967,1.467784185
E01013832,15.64448162,14.44134983,1.531710706
E01013833,15.97646086,14.51815069,1.551616881
E01013834,14.99119035,14.30679362,1.506229771
E01013835,14.99332511,14.31722933,1.508879313
E01013836,15.17492547,14.34386669,1.513299052
E01013837,15.40863261,14.38475455,1.526772468
E01013838,15.64558367,14.44054262,1.532089112
E01013839,15.74798867,14.46059149,1.541329758
E01013840,15.59615478,14.4172161,1.53665518
E01013841,16.04730585,14.52000367,1.556509938
E01013842,16.0871582,14.54535675,1.557964444
E01013843,15.77455128,14.42406936,1.552805529
E01013844,16.0087763,14.5067664,1.555860019
E01013845,16.0871582,14.54535675,1.557964444
E01013846,16.4077455,14.63352818,1.57527749
E01013847,16.38192307,14.60953501,1.572878212
E01013849,13.84794892,14.2401101,1.480194688
E01013850,13.9153165,14.26950486,1.483070076
E01013851,13.64885145,14.24671929,1.474813134
E01013852,13.57873439,14.32260693,1.47571631
E01013853,14.16694175,14.24053022,1.488854864
E01013854,14.32422324,14.22371079,1.49304165
E01013855,14.38463492,14.21471197,1.490603431
E01013856,14.53887848,14.26191727,1.498337835
E01013858,14.76758166,14.33494887,1.474115588
E01013859,15.69183356,14.47316814,1.524078359
E01013860,14.97876848,14.2992366,1.484769715
E01013861,15.36171754,14.38072325,1.501000045
E01013862,14.00333036,14.39283796,1.469837811
E01013863,14.63943448,14.29184665,1.478134216
E01013864,14.050849,14.44999277,1.446961861
E01013865,14.70059518,14.31582371,1.470673555
E01013866,14.15606221,14.41739242,1.453083388
E01013867,15.03205268,14.34936709,1.486374655
E01013868,14.47609697,14.37749116,1.464763996
E01013870,17.39929199,14.83950233,1.718942642
E01013871,16.58521172,14.71406702,1.648248848
E01013872,15.72159558,14.58820934,1.61747522
E01013873,15.12105798,14.54204787,1.588058345
E01013874,14.87991798,14.5263947,1.575711034
E01013875,13.95854375,14.41301159,1.438982985
E01013876,14.83420156,14.29034263,1.47961262
E01013877,14.35579189,14.18728169,1.465290661
E01013878,14.33097462,14.23428924,1.455359943
E01013879,13.31969372,14.1137818,1.442205266
E01013880,13.4907042,14.13939538,1.430099951
E01013881,13.30757482,14.14433259,1.422623857
E01013882,13.75921887,14.1155529,1.443471619
E01013883,13.66735164,14.184222,1.432563862
E01013884,14.12972227,14.20880966,1.448459089
E01013885,14.29119478,14.17698038,1.463335484
E01013886,13.89482972,14.13740588,1.464021416
E01013887,13.52119522,14.25201002,1.469525044
E01013888,14.38683949,14.18520164,1.470165321
E01013889,14.39153617,14.18523767,1.467911018
E01013890,14.37782361,14.18641791,1.479690747
E01013891,14.82238664,14.26979618,1.490775066
E01013892,13.52062507,14.12554505,1.453750582
E01013893,14.23051485,14.21367879,1.487208778
E01013894,13.72418544,14.14751924,1.462700679
E01013895,13.40271226,14.37620508,1.551170795
E01013896,13.70357145,14.39069201,1.584517943
E01013897,13.47550839,14.4147099,1.583151925
E01013898,13.75877609,14.43874862,1.625121302
E01013899,13.21078514,14.36364954,1.539558105
E01013900,12.76180574,14.39849966,1.499581895
E01013901,14.84118881,14.47025669,1.598744568
E01013902,13.96802173,14.39539735,1.587350884
E01013903,14.07280079,14.44450506,1.651876528
E01013904,13.16748618,14.53511254,1.566323552
E01013905,13.02106245,14.47020242,1.532214444
E01013906,12.60441126,14.43176213,1.488746258
E01013907,13.12980333,14.44919766,1.543665366
E01013908,12.68124905,14.51153675,1.503487905
E01013909,13.31723928,14.51884842,1.58624357
E01013910,12.64480576,14.44989289,1.494247468
E01013911,12.26132166,14.50791425,1.463127721
E01013912,13.80358528,14.47710391,1.665948755
E01013913,14.66274059,14.34974586,1.513630163
E01013914,15.10934258,14.35468674,1.545838237
E01013915,13.99135501,14.38763559,1.476470609
E01013916,15.00655719,14.3798157,1.544036147
E01013917,14.43049335,14.39840166,1.510667377
E01013918,15.97972107,14.55262566,1.620871663
E01013919,15.90034963,14.55548745,1.61949584
E01013920,14.88786554,14.51299477,1.568394363
E01013921,15.83424991,14.55787073,1.618350069
E01013924,17.74022768,14.88403248,1.659306343
E01013926,17.70966363,14.87197173,1.691223124
E01013928,15.43111801,14.62827365,1.946301341
E01013929,15.4908974,14.44538146,1.51506038
E01013930,16.21214628,14.57918627,1.564739119
E01013931,16.07448392,14.57514878,1.553658089
E01013932,16.19519155,14.60749132,1.559880847
E01013933,17.00822623,14.75201478,1.611625228
E01013934,15.94423717,14.52467936,1.548369048
E01013935,14.67898217,14.22048409,1.508727479
E01013936,15.00023603,14.27025512,1.527969725
E01013937,15.19823749,14.29401794,1.533791099
E01013938,15.59698995,14.38036494,1.548087718
E01013939,15.08389979,14.33630783,1.542580805
E01013940,15.02116798,14.27860955,1.532773207
E01013941,16.02775576,14.48832604,1.566317996
E01013942,15.09053788,14.32328621,1.540886178
E01013943,15.60644732,14.38459731,1.557834664
E01013944,16.06565094,14.58189106,1.551673412
E01013945,16.97590198,14.75456708,1.601451812
E01013947,17.31438339,14.80814983,1.622173375
E01013948,17.20433081,14.79709628,1.610556969
E01013953,17.65842749,14.86427736,1.644272563
E01013954,15.23025594,14.42384702,1.560339403
E01013957,15.36137001,14.48124338,1.577920649
E01013958,15.86980545,14.45124327,1.578209052
E01013959,15.74603656,14.43104444,1.574070116
E01013960,15.81028164,14.43875297,1.576919527
E01013961,16.48616374,14.60660103,1.590555147
E01013962,15.11104513,14.35489093,1.545913732
E01013963,14.17563687,14.21949013,1.485891862
E01013964,14.56555421,14.26044109,1.498185074
E01013965,14.46929918,14.22043759,1.494104326
E01013966,14.90319627,14.28831276,1.509918281
E01013967,14.89847961,14.29196039,1.509450663
E01013968,14.82129187,14.23258222,1.510531359
E01013969,15.05578563,14.28017036,1.517864042
E01013970,15.52108669,14.41540718,1.529902935
E01013971,15.18437828,14.3078059,1.522923131
E01013972,15.88759846,14.48838897,1.548404395
E01013973,16.26725368,14.71544594,1.80712615
E01013974,17.29000731,14.80355311,1.648532591
E01013975,16.91548535,14.77867686,1.712580398
E01013976,14.62476444,14.38360023,1.588580966
E01013977,14.95188618,14.42575788,1.559568882
E01013978,15.458617,14.43701801,1.529223149
E01013979,16.43636889,14.66395191,1.605967943
E01013980,14.91655737,14.28296031,1.495786366
E01013981,15.29263609,14.39063921,1.519889767
E01013982,15.04159508,14.42831071,1.568919678
E01013983,14.67081578,14.27655751,1.490115223
E01013984,14.36760052,14.28251545,1.503800076
E01013985,14.53018906,14.31909598,1.524591762
E01013986,7.048067317,12.50318065,1.231825256
E01013987,6.604525039,12.37723027,1.169502167
E01013988,6.74007232,12.38291053,1.169757641
E01013989,6.994079993,12.49004866,1.23568804
E01013990,5.767120838,12.05208069,1.028050842
E01013991,5.763267817,12.07379779,1.034787937
E01013992,6.258237528,12.46485695,1.111921552
E01013993,6.431462478,12.51082682,1.125880959
E01013994,6.629269123,12.57462215,1.175349712
E01013995,6.58820204,12.55911042,1.151316816
E01013996,6.636863125,12.5773146,1.171118502
E01013997,6.230588686,12.41830308,1.117199146
E01013998,4.965036466,11.48760862,0.953834678
E01013999,4.857453763,11.75186628,0.966263968
E01014000,5.49371348,11.63853862,1.008851277
E01014001,5.777120997,11.72344287,1.033939917
E01014002,5.613541007,12.10062297,1.033794572
E01014003,5.499907127,11.84722115,1.027116679
E01014004,5.41010413,12.07206765,0.995378463
E01014005,5.912471983,11.82711857,1.111169263
E01014006,5.297483236,12.08591622,1.005137965
E01014007,6.195656443,12.42832479,1.170075309
E01014008,4.607869249,11.3343953,0.921206313
E01014009,4.435767408,10.68998972,0.882617431
E01014010,7.70323658,12.79951763,1.331691027
E01014011,6.94077018,12.44695169,1.190326536
E01014012,5.413959384,12.12204051,1.013079684
E01014013,5.189963055,12.07374897,0.974668467
E01014014,5.774892834,12.31391381,1.050912603
E01014015,5.653129787,12.22698301,1.023405881
E01014016,4.786790848,11.87742286,1.034138995
E01014017,4.822962663,11.89632281,0.971382389
E01014018,4.47760446,10.4705996,0.87035121
E01014019,4.669812692,10.96725958,0.903427402
E01014020,4.600876685,10.39218479,0.872486903
E01014021,4.925393445,10.97311004,0.909727985
E01014022,6.203119898,12.28471203,1.086606669
E01014023,5.801769137,12.26375508,1.044019997
E01014024,5.168235302,11.68024687,0.958251495
E01014025,5.229165316,11.9116228,0.980532441
E01014026,5.61034154,12.15916614,1.017418788
E01014027,5.978455861,12.19525779,1.056751053
E01014028,6.172170544,12.03066696,1.044358716
E01014029,6.414210246,12.08118483,1.085314393
E01014030,6.383064071,11.97210558,1.057020128
E01014031,5.518930578,11.934021,1.156493419
E01014032,5.669489457,12.26735548,1.217064491
E01014033,4.431588405,10.57130481,0.900877237
E01014034,4.572551671,10.89369252,0.919528623
E01014035,6.594321657,12.4487082,1.271626348
E01014036,6.143040551,12.35853961,1.149959687
E01014037,6.355221589,12.38514417,1.230958763
E01014038,6.412784648,12.49764161,1.267175689
E01014039,6.653843385,12.47040545,1.279801772
E01014040,6.42002964,12.25723807,1.14655896
E01014041,5.409939681,12.10204867,1.033120568
E01014042,5.273387432,12.04864883,1.01398921
E01014043,5.366855899,12.07875382,1.035009417
E01014044,4.988729954,11.96199775,0.975427613
E01014045,5.208867277,11.90774645,0.983829464
E01014046,4.971329432,11.90826974,0.971011529
E01014047,5.410724222,12.06336631,1.025870091
E01014048,5.346060911,11.99848718,1.002785304
E01014049,5.399797122,12.43388421,1.075488062
E01014050,5.268555154,11.83097188,1.031986181
E01014051,4.610749573,11.05807696,0.888352488
E01014052,4.596497774,10.96475729,0.897376374
E01014053,5.530995717,12.35843433,1.069219697
E01014054,5.610233752,12.18612607,1.058385875
E01014055,4.672700587,11.75807033,0.933266051
E01014056,4.526564664,11.1627328,0.910628874
E01014057,5.759134033,12.42863811,1.155370907
E01014058,5.883145874,12.25326616,1.208371
E01014059,5.134447469,11.76273127,0.962141314
E01014060,5.246602467,12.23134633,0.97906025
E01014061,5.816094017,12.54564133,1.178998685
E01014062,5.848484907,12.55963814,1.173212957
E01014063,5.804119656,12.46101063,1.18313798
E01014064,5.864261934,12.69281481,1.167381831
E01014065,5.855861146,12.7117793,1.168308377
E01014066,5.888055083,12.62447118,1.192891158
E01014067,5.836570967,12.58600167,1.21380264
E01014068,6.873697061,12.45938405,1.168852962
E01014069,6.76766293,12.27994877,1.144861393
E01014070,6.828045779,12.47533749,1.160635487
E01014071,6.725713724,12.60059554,1.173915078
E01014072,6.190996408,12.43822718,1.092177033
E01014073,6.772158941,12.39463868,1.139922476
E01014074,6.954488586,12.53497416,1.192619682
E01014075,7.275262807,12.72070125,1.242989394
E01014076,7.5087733,12.7579223,1.265439561
E01014077,6.966501176,12.69118005,1.264542189
E01014078,7.261054787,12.73542769,1.270152363
E01014079,4.978869486,11.7949976,0.936415772
E01014080,5.414637168,12.06720972,0.995600243
E01014081,5.588466525,12.13091654,1.03526035
E01014082,5.549026489,12.18703735,1.03296487
E01014083,6.060221831,12.52045027,1.180091222
E01014084,7.122142633,12.74723434,1.377021432
E01014085,7.601508801,12.81525061,1.377757526
E01014086,7.256733014,12.58028358,1.254168938
E01014087,6.84038587,12.73706211,1.367330204
E01014088,7.104769327,12.68770095,1.380700483
E01014089,7.397773679,12.78063072,1.382358698
E01014090,6.440920624,12.24531133,1.115500044
E01014091,6.600748075,12.29336525,1.139698023
E01014092,6.795286482,12.35444262,1.165836568
E01014093,6.267906806,12.20100584,1.087584609
E01014094,6.819696174,12.40250569,1.179278875
E01014095,6.492015948,12.28680043,1.127799134
E01014096,5.090058359,11.59880672,0.970625191
E01014097,5.067829426,11.76499907,0.963970024
E01014098,5.112365619,11.69894654,0.937285169
E01014099,5.190108932,11.83085827,0.949223387
E01014100,5.097656123,11.86822589,0.967029832
E01014101,4.82790911,11.80697477,0.939117576
E01014102,8.070045233,12.32385254,1.08796972
E01014103,8.882189153,12.41892897,1.14597493
E01014104,8.767699108,12.46316708,1.148222363
E01014105,8.856936956,12.44654362,1.149927928
E01014106,8.896368611,12.40840119,1.110581133
E01014107,8.853021301,12.38548521,1.105607798
E01014108,8.895560946,12.40929675,1.110585008
E01014109,8.712633611,12.48572962,1.107735689
E01014110,8.611930734,12.18510422,1.104720424
E01014111,7.734896925,12.45477025,1.079904331
E01014112,7.403299939,12.55097823,1.086353118
E01014113,8.857537248,12.40755945,1.140940564
E01014114,8.611234665,12.15974855,1.094214022
E01014115,8.062127735,12.33705695,1.094922648
E01014116,8.515569665,12.43806296,1.105275883
E01014117,7.478385275,12.06193143,1.08587297
E01014118,8.059534073,11.97186184,1.102355242
E01014119,8.638884829,12.14061575,1.094028998
E01014120,8.488860204,12.01622322,1.095712372
E01014121,8.435490667,12.03956139,1.10130851
E01014122,8.70453762,12.2411308,1.105608704
E01014123,8.516043359,12.12236578,1.10512501
E01014124,8.667088616,12.06825103,1.093166742
E01014125,9.557132,12.53931043,1.151253571
E01014126,8.758429501,12.3866497,1.113219911
E01014127,9.09919131,12.4410444,1.121893772
E01014128,8.730936129,12.46376912,1.110789696
E01014129,8.201926543,12.20850354,1.086243613
E01014130,8.359986567,12.24547497,1.094123513
E01014131,6.778237343,12.36735062,1.044814879
E01014132,7.203060627,12.34681797,1.06726712
E01014133,8.471749548,12.21186572,1.100965896
E01014134,8.139518628,12.07749344,1.076433237
E01014135,6.697736833,12.39049964,1.036007706
E01014136,6.261955247,12.287584,1.003071894
E01014137,9.060607195,12.59856486,1.166393667
E01014138,9.331733452,12.57319904,1.186311577
E01014139,9.054917044,12.37626543,1.142000684
E01014140,9.124783885,12.41911027,1.14840393
E01014141,9.316845248,12.56116284,1.144750148
E01014142,9.353810815,12.58004815,1.17054561
E01014143,9.378062821,12.57840675,1.166261727
E01014144,8.487650756,12.1247847,1.086502297
E01014145,8.552994711,12.19054259,1.09711048
E01014146,7.687493483,11.83444023,1.106830597
E01014147,8.476601679,12.06402559,1.100871616
E01014148,7.402148247,11.74288416,1.16746974
E01014149,7.229541063,11.71136642,1.128180861
E01014150,9.213196508,12.51791285,1.109383357
E01014151,9.295792093,12.61208827,1.103307709
E01014152,9.287252903,12.59136009,1.143241227
E01014153,9.153765331,12.48871595,1.115427926
E01014154,9.164189594,12.58850131,1.134039373
E01014155,9.066108826,12.58472129,1.149577775
E01014156,8.597567558,12.3254509,1.124057651
E01014157,9.314292237,12.67264673,1.098325274
E01014158,9.359450389,12.54181573,1.093115845
E01014159,8.083829768,11.98164194,1.102695188
E01014160,8.031117942,12.01190374,1.100487463
E01014161,7.903993852,11.86902714,1.115236939
E01014162,8.744888033,12.26841251,1.11207714
E01014163,8.884296126,12.25264044,1.087675988
E01014164,8.723774186,12.15298482,1.088134312
E01014165,9.128651709,12.38019843,1.088462722
E01014166,8.879086181,12.21728208,1.087848409
E01014167,8.323170106,12.36637465,1.109467546
E01014168,8.347149728,12.38731679,1.095183169
E01014169,8.511119359,12.34363555,1.107062464
E01014170,8.175513744,12.43778944,1.089568257
E01014171,7.491720666,12.3258854,1.098982658
E01014172,7.38449607,12.23193047,1.094931944
E01014173,7.637540289,12.36465295,1.108408567
E01014174,7.376606648,12.22963714,1.096607938
E01014175,7.431378597,12.32013861,1.094788939
E01014176,7.473036286,12.45365387,1.096945555
E01014177,7.559116213,12.41140867,1.094415998
E01014178,7.628603545,12.38959058,1.106900881
E01014179,8.52148534,12.13911165,1.089183576
E01014180,8.663895571,12.18985266,1.099071605
E01014181,8.275488521,12.60649628,1.105154077
E01014182,8.610053204,12.69750109,1.099864122
E01014183,9.034849336,12.67648362,1.1061714
E01014184,8.969471455,12.48134184,1.114385486
E01014185,9.135096893,12.58081143,1.108162823
E01014186,8.776174855,12.51537564,1.12181224
E01014187,8.915958844,12.46564867,1.117165186
E01014188,8.994872687,12.49963229,1.112426267
E01014189,7.669709316,12.32387107,1.07030097
E01014190,7.923299081,12.22741344,1.076245496
E01014191,9.432007858,12.66734576,1.094903043
E01014192,9.327144623,12.65847651,1.094230056
E01014193,8.624707629,12.48657218,1.092808847
E01014194,8.909186434,12.51979948,1.09169897
E01014195,8.897406578,12.25419092,1.089466512
E01014196,8.276406805,12.54931207,1.095652943
E01014197,8.339423941,12.06968488,1.108490673
E01014198,8.291123392,12.00206438,1.109818665
E01014199,8.026547106,11.87848305,1.115762659
E01014200,7.904433658,11.84692768,1.118148994
E01014201,8.163199425,11.91758919,1.109942198
E01014202,7.047664762,12.02255049,1.079353813
E01014203,7.208470106,12.29305744,1.092757881
E01014204,6.530927528,12.28256793,1.042970386
E01014205,9.498179291,12.52457526,1.14737003
E01014206,9.290011453,12.4639263,1.132537049
E01014207,9.504659732,12.55261521,1.15527074
E01014208,9.423726881,12.50596462,1.142681699
E01014209,9.121882304,12.46138704,1.125503644
E01014210,10.56060336,12.04297869,1.35016324
E01014211,10.08615116,11.9286967,1.333610713
E01014212,10.16194093,11.98612828,1.334099179
E01014213,10.64870107,12.10336212,1.350354815
E01014214,9.763745407,11.76982943,1.32878805
E01014215,10.39295864,11.87112808,1.333001852
E01014216,9.986412973,11.84099657,1.334852577
E01014217,10.58108854,11.98841667,1.350821972
E01014218,10.88790781,12.20131774,1.344193418
E01014219,10.61458697,12.12687711,1.339588361
E01014220,10.00074854,12.05257173,1.324799133
E01014221,10.89463077,12.2095603,1.340460998
E01014222,10.23501309,12.09001896,1.31445754
E01014223,10.20818615,12.08809519,1.312585473
E01014224,10.08705534,12.06965648,1.312481818
E01014225,10.04282407,12.01989814,1.333919974
E01014226,10.61559441,12.18342063,1.317007504
E01014228,10.89467195,12.20967773,1.340397488
E01014229,10.27357637,12.15222085,1.311983547
E01014230,10.86209709,12.18243791,1.347814595
E01014231,11.42580231,12.38107787,1.394981625
E01014233,10.13045102,12.35910893,1.25664133
E01014234,10.64464749,12.46220499,1.265208879
E01014235,9.904327632,12.28052583,1.246778163
E01014236,10.14640268,12.23998737,1.240495404
E01014237,10.01412046,12.25360024,1.243071341
E01014238,9.596397439,12.18033443,1.233460004
E01014239,10.92071724,12.58778585,1.288723444
E01014240,10.87284058,12.57264272,1.282692765
E01014241,11.4118065,12.15840417,1.342395049
E01014242,11.65918019,12.2273622,1.351343209
E01014243,11.23555786,12.08785095,1.349088865
E01014244,11.71357596,12.22651447,1.364387
E01014245,11.31289611,12.13607379,1.354563419
E01014246,11.24736771,12.1289476,1.35384431
E01014247,12.01182683,12.34550499,1.381244987
E01014248,11.63278433,12.26720565,1.370318825
E01014249,12.09209585,12.41435432,1.390602112
E01014250,12.51496017,12.557717,1.387860399
E01014251,12.14714421,12.4391945,1.389370781
E01014252,12.47227066,12.49566269,1.386291231
E01014253,11.46647623,12.25667291,1.377071079
E01014254,11.91074202,12.44629548,1.398367446
E01014255,12.34151363,12.64447403,1.369666696
E01014256,11.70427352,12.37875188,1.401649074
E01014257,9.752945892,11.67370039,1.324108149
E01014258,10.27546951,11.85774842,1.320116242
E01014259,10.60977257,11.92781025,1.326161609
E01014260,10.30290335,11.84318341,1.322891041
E01014261,10.35459454,11.8302283,1.32398469
E01014262,10.827184,11.97123837,1.333309472
E01014263,11.00379513,12.02356511,1.336891139
E01014264,9.821431136,11.73799028,1.324436996
E01014265,10.29669048,11.8644761,1.334556635
E01014266,11.30610099,12.18407569,1.362212516
E01014267,10.52408994,11.96034315,1.346677136
E01014268,10.91249249,12.04958645,1.34838607
E01014269,10.86929332,12.07749901,1.362443001
E01014270,11.07083631,12.12404066,1.362836716
E01014271,10.86740136,12.05680169,1.355114806
E01014272,9.935671515,11.77616911,1.331613961
E01014273,10.9576769,12.51982381,1.30313361
E01014274,11.13666279,12.50174984,1.312680274
E01014275,11.53799385,12.56755923,1.325465076
E01014276,11.64295228,12.60526597,1.328967775
E01014277,11.42008481,12.71715697,1.310682054
E01014278,10.70761525,12.36582471,1.30491176
E01014279,11.37275314,12.72491789,1.308149278
E01014280,10.9247869,12.35458292,1.314634077
E01014281,12.12687467,12.5954766,1.369964209
E01014282,11.82944497,12.5219928,1.34910741
E01014283,12.12815695,12.6342709,1.352140803
E01014284,12.24886225,12.75386211,1.349950511
E01014285,12.16316223,12.67126656,1.370830178
E01014286,12.04831119,12.56361359,1.394500346
E01014287,11.92179075,12.51146768,1.405469254
E01014288,11.59078024,12.63537009,1.31557808
E01014289,11.5142752,12.60858426,1.309221899
E01014290,12.042623,12.76667967,1.333365602
E01014291,12.21485584,12.74510154,1.35032381
E01014292,11.78244021,12.70121713,1.311985816
E01014293,12.07250893,12.68263864,1.34532802
E01014294,11.72361722,12.68054346,1.306575165
E01014295,11.666515,12.66606676,1.302439208
E01014296,10.16477892,12.18697036,1.308999562
E01014297,10.55190722,12.23424859,1.31203695
E01014298,10.65503967,12.33635963,1.305789507
E01014299,10.16479839,12.25679155,1.303888106
E01014300,10.43886557,12.31228263,1.303937778
E01014301,10.69849257,12.37270389,1.303678293
E01014302,10.74722099,12.5359149,1.29410702
E01014303,10.07454824,12.34359643,1.299717695
E01014304,9.967728307,12.38093682,1.298592126
E01014305,10.00615064,12.41743768,1.295371908
E01014306,10.40896992,12.48187219,1.285209771
E01014307,9.9370164,12.40101743,1.297388111
E01014308,10.71425391,12.51257085,1.271766092
E01014309,9.958664854,12.3902599,1.265626553
E01014310,9.685342213,12.3630252,1.286158803
E01014311,10.42762305,12.48729148,1.280862383
E01014312,9.868969708,12.39052759,1.273043238
E01014313,10.75039708,12.53980809,1.287616231
E01014314,9.166975498,12.17176247,1.235774219
E01014315,9.375721455,12.32280064,1.313342214
E01014316,9.752041422,12.39939672,1.297348057
E01014317,9.374901204,12.32843113,1.313349613
E01014318,9.117561511,12.31719087,1.310676357
E01014319,9.253038978,12.28025441,1.310073686
E01014320,9.122252719,12.2833985,1.307428895
E01014321,9.964969153,12.40581549,1.297069418
E01014322,9.60126888,12.3808466,1.309956076
E01014323,11.75354765,12.38231552,1.397323458
E01014324,11.66486645,12.33164406,1.385848999
E01014325,11.29221869,12.25128077,1.394101348
E01014326,10.75182078,12.06464904,1.359633006
E01014327,11.24936829,12.24200186,1.391481905
E01014328,11.39843161,12.33625762,1.411935173
E01014329,11.37297261,12.32694633,1.410046629
E01014330,11.51476673,12.36845791,1.415153789
E01014331,10.70257324,11.95479092,1.335727785
E01014332,10.56879082,11.91903149,1.334701237
E01014333,10.91085106,11.99554966,1.339758472
E01014334,11.69147587,12.21814537,1.363219738
E01014335,10.60979891,11.91664743,1.332811058
E01014336,10.53997562,11.881844,1.330094389
E01014337,10.36089659,11.84364891,1.322984695
E01014338,11.56139443,12.7300933,1.295685584
E01014339,11.89135756,12.77461791,1.320134704
E01014340,11.68598778,12.75715817,1.308187706
E01014341,11.41706691,12.63330731,1.287907567
E01014342,11.26523361,12.66056752,1.28053484
E01014343,10.97504965,12.61373488,1.26569438
E01014344,10.74517076,12.55455063,1.25423555
E01014345,12.03596377,12.7399402,1.338134804
E01014346,10.43882481,12.41051116,1.241759073
E01014347,10.34574036,12.26752222,1.239218091
E01014348,10.08145693,12.28418654,1.225369784
E01014349,10.01462639,12.23865111,1.223706397
E01014350,10.17821931,12.23453788,1.234854353
E01014351,10.09520246,12.22595736,1.236998324
E01014352,9.420978069,12.2520709,1.229531288
E01014353,10.3626294,12.32237661,1.236115123
E01014354,12.13191853,12.44266443,1.362220686
E01014355,11.69414528,12.23257951,1.355978489
E01014356,12.32346011,12.47209425,1.375507174
E01014357,10.58356067,11.94708421,1.320902046
E01014358,11.30387198,12.19366256,1.327951994
E01014359,11.45704897,12.16896876,1.344033199
E01014360,11.17154408,12.21458149,1.320036471
E01014361,11.56539976,12.20090275,1.3470802
E01014362,9.711338659,12.14940228,1.308754482
E01014363,9.260356957,12.05100324,1.310659214
E01014364,9.636325417,12.23659549,1.306813791
E01014365,9.48877604,12.14884237,1.308003221
E01014366,9.241323703,12.13711413,1.306331592
E01014367,9.175962123,12.21677299,1.307729151
E01014368,9.326948062,12.30240134,1.311055012
E01014369,9.297731546,12.05568773,1.3102487
E01014370,10.04563819,12.33157509,1.000631183
E01014371,9.376281799,12.15958843,0.974718816
E01014372,10.04913647,12.32852105,0.999545704
E01014373,8.302196935,12.06213961,0.948390406
E01014374,8.172289729,12.05485487,0.957177818
E01014375,8.086757521,11.97101873,0.956471124
E01014376,8.082359409,12.0721796,0.93438412
E01014377,8.518270493,12.04307969,0.959018042
E01014379,7.448567622,12.1690664,1.086279149
E01014380,8.368488731,12.02095276,0.962041737
E01014381,9.597554915,12.20742537,0.978769093
E01014382,7.471749174,11.78298414,1.010130027
E01014383,6.837735226,11.53643427,0.956375561
E01014384,6.676358223,11.64092445,0.971664667
E01014385,7.066520723,11.95234648,1.020250487
E01014386,6.80179802,11.92420107,1.057686169
E01014387,8.061961018,12.04106585,1.003814711
E01014388,8.137259165,12.03314336,0.992306153
