lsoa11,no2,pm10,so2
E01000001,28.04744922,17.44258334,1.38673878
E01000002,27.01665406,17.39904698,1.343809638
E01000003,28.15108871,17.471035,1.397728801
E01000005,24.29380752,17.20116088,1.281699472
E01000006,17.19584329,16.23661467,1.246784082
E01000007,17.16754352,16.20619138,1.236390243
E01000008,17.23896577,16.23805029,1.231501806
E01000009,16.71492869,16.02436192,1.244214652
E01000010,17.13130358,16.21816771,1.252791693
E01000011,17.03439705,16.0919018,1.202385108
E01000012,17.59104347,16.39384079,1.189589858
E01000013,15.74885559,15.47213745,1.264395118
E01000014,15.62783068,15.41362751,1.262474733
E01000015,15.08717696,15.21537293,1.238821895
E01000016,15.22109561,15.23809067,1.202199156
E01000017,15.63942583,15.45813468,1.215404422
E01000018,15.36273113,15.30332692,1.253216066
E01000019,16.1378527,15.71778907,1.16014898
E01000020,15.81357533,15.57829106,1.18105181
E01000021,16.16605949,15.71749878,1.168566942
E01000022,16.16605949,15.71749878,1.168566942
E01000023,16.02184568,15.65980927,1.177589592
E01000024,16.16577294,15.71931532,1.170197218
E01000025,16.16166774,15.74533947,1.193552879
E01000027,14.16385651,15.47454786,1.061745644
E01000028,14.3539823,15.52726727,1.075077522
E01000029,14.85377789,15.57895756,1.091319084
E01000030,14.72408936,15.55387699,1.085225164
E01000031,14.64055514,15.4804895,1.096707323
E01000032,15.30858502,15.60882694,1.118343101
E01000033,15.25815868,15.25092983,1.186293602
E01000034,14.64759334,15.02107838,1.157103015
E01000035,14.82522697,15.09054766,1.191615116
E01000036,14.67468495,15.07066512,1.213170018
E01000037,14.58668576,15.01385976,1.140959934
E01000038,14.65179606,15.02844922,1.141807006
E01000039,14.39917829,14.93483364,1.161028783
E01000040,16.3501371,15.93653632,1.279615578
E01000041,16.14608574,15.86318302,1.281378508
E01000042,16.11967462,15.84676876,1.283014133
E01000043,16.19806488,15.8817061,1.280997068
E01000044,16.64143435,16.04125795,1.27698074
E01000045,16.02125895,15.78560437,1.289108961
E01000046,16.14608574,15.86318302,1.281378508
E01000048,16.72121624,15.96808718,1.320153477
E01000049,16.6911601,15.936384,1.331651194
E01000050,17.19956788,16.24267205,1.249481115
E01000051,16.85234992,16.1174273,1.266566028
E01000052,16.57037816,15.96185765,1.302154371
E01000053,15.93202648,15.45036508,1.337178582
E01000054,15.88617134,15.70164871,1.297474861
E01000055,16.05081301,15.63599605,1.325671511
E01000056,16.1136869,15.58060076,1.340627672
E01000057,16.03218317,15.62955327,1.3220143
E01000058,15.97541514,15.54157499,1.312108259
E01000059,15.95695842,15.46895686,1.337149933
E01000060,15.12731449,15.16148472,1.158362621
E01000061,15.18587277,15.16611424,1.146516056
E01000062,15.20585292,15.22995106,1.185363499
E01000063,15.57987361,15.45135176,1.190050414
E01000064,14.84749876,15.08622256,1.178991232
E01000065,15.31960396,15.28802936,1.187672811
E01000066,16.59326169,15.92421205,1.207674816
E01000067,16.18072169,15.78124768,1.21792786
E01000068,16.63450463,15.96317024,1.22428587
E01000069,16.18379261,15.78567675,1.220300472
E01000070,16.57137501,15.91972649,1.211186148
E01000071,16.26733065,15.88494771,1.265738548
E01000072,16.02737091,15.71439688,1.242702072
E01000073,15.96726415,15.65311896,1.232696179
E01000074,16.1571331,15.774086,1.219351768
E01000075,15.81057323,15.52204443,1.261047062
E01000076,15.89287245,15.62858506,1.252329436
E01000077,15.76213672,15.53645539,1.209144038
E01000078,15.8615515,15.59527848,1.184944758
E01000079,15.64250013,15.4209686,1.261686595
E01000080,15.71458201,15.46807839,1.248796648
E01000081,15.54182197,15.41358631,1.200741516
E01000082,15.50198744,15.39814916,1.191766615
E01000083,15.62862437,15.47184625,1.192469038
E01000084,15.91333859,15.52580499,1.296576479
E01000085,16.08676816,15.58239162,1.33050825
E01000086,16.14092636,15.60006237,1.341104388
E01000087,15.78910898,15.44062579,1.369922108
E01000088,15.26194405,15.27763404,1.290384338
E01000089,15.83851997,15.44523864,1.363981866
E01000090,15.58910275,15.36288738,1.438860536
E01000091,15.9917615,15.70187184,1.329160066
E01000092,16.39863801,15.62760282,1.361828595
E01000093,16.66481072,15.91561495,1.338701174
E01000094,15.74050587,15.51534221,1.366225974
E01000095,15.927797,15.62811279,1.363131126
E01000096,15.8944753,15.67762909,1.31520584
E01000097,15.49297624,15.45722431,1.153766839
E01000098,15.60369949,15.50868271,1.157909559
E01000099,15.80688013,15.61227012,1.159063481
E01000100,15.45887005,15.41095488,1.162442576
E01000101,15.32366873,15.24973074,1.150523298
E01000102,15.8484133,15.59922225,1.178413437
E01000103,14.89627528,15.17889525,1.264127903
E01000104,14.77626987,15.13104394,1.24247967
E01000105,15.34897238,15.29580377,1.271409453
E01000106,15.62954784,15.37431222,1.286990404
E01000107,14.42909621,14.98118604,1.198856239
E01000108,14.72962745,15.09173014,1.217167763
E01000109,15.37207275,15.3539449,1.147063661
E01000110,15.136663,15.32512056,1.120384372
E01000111,15.16214857,15.31753347,1.123907984
E01000112,15.18065358,15.47371008,1.122802206
E01000113,15.48902035,15.62067699,1.129064322
E01000114,15.42417374,15.45320294,1.148553896
E01000115,15.93367043,14.89506781,1.030907771
E01000116,16.31274115,15.00386268,1.033073576
E01000117,16.36511502,14.99506121,1.029942364
E01000118,16.42148754,14.95422048,1.021412417
E01000119,16.47236432,15.13158241,1.047228447
E01000120,16.45804342,15.12356953,1.046562363
E01000121,16.57104892,15.12586912,1.041586991
E01000122,16.71753448,15.17935872,1.044205411
E01000123,17.02455183,15.39048996,1.060081262
E01000124,17.12230877,15.43464594,1.063676346
E01000125,17.07638359,15.01447582,1.011751652
E01000126,17.49592419,15.19821231,1.028286526
E01000127,17.4377765,15.25814096,1.025499028
E01000128,17.57262692,15.27519089,1.029695391
E01000129,17.53155669,15.21311423,1.029166037
E01000130,17.34071159,15.18068504,1.023694873
E01000131,18.10108968,15.45465646,1.04540995
E01000132,17.24443089,15.21414202,1.017473637
E01000133,17.26779197,15.17871263,1.020563239
E01000134,17.34202909,15.18195137,1.023712568
E01000135,20.07950094,15.87600237,1.096948662
E01000136,20.21083517,15.82178983,1.101147053
E01000137,20.44747429,16.04345238,1.109686693
E01000138,20.46326079,15.99396387,1.109271906
E01000139,21.19331242,16.07446737,1.130320409
E01000140,20.7424237,16.07945839,1.118510627
E01000141,20.96404927,16.10687529,1.124885699
E01000142,20.82736107,16.10245504,1.118622777
E01000143,21.00550276,16.1095712,1.126325082
E01000144,19.5530603,15.93364878,1.084206157
E01000145,19.75594241,15.89058617,1.089365081
E01000146,20.09274987,16.00011732,1.099140646
E01000147,18.71050713,15.69185227,1.057555615
E01000148,17.9281613,15.25574145,1.040376762
E01000150,18.97201658,15.88413042,1.065843848
E01000151,17.53183277,15.30138306,1.027979515
E01000152,17.38919186,15.23440468,1.016624415
E01000153,17.45348465,15.27384836,1.024108699
E01000154,18.13422118,15.55965671,1.041003434
E01000155,18.12505794,15.48002317,1.045389922
E01000156,18.3770314,15.62286677,1.080232831
E01000157,18.46148571,15.6710143,1.089794125
E01000158,17.12546412,15.30401049,1.044384316
E01000159,17.13524932,15.35604811,1.053898297
E01000160,17.71241165,15.61805187,1.076532184
E01000161,17.46419716,15.49243641,1.04993844
E01000162,17.62985173,15.56242286,1.062612888
E01000163,18.10224427,15.65514561,1.083587196
E01000164,18.14734288,15.6059629,1.073887863
E01000165,17.48400032,15.49544328,1.050275351
E01000166,14.66498823,14.48694495,1.0003522
E01000167,14.72283002,14.44873299,0.99687007
E01000168,15.14047807,14.60612469,1.005847266
E01000169,15.78451877,14.57256056,1.001180949
E01000170,15.35016771,14.59838312,1.001440328
E01000171,15.38584724,14.59130502,1.001170783
E01000172,15.65505084,14.76511363,1.016153695
E01000173,15.84593329,14.79753601,1.015787626
E01000174,15.89381504,14.71248341,1.002048016
E01000175,15.93817619,14.80158746,1.013133004
E01000176,18.25524686,15.64163148,1.06681153
E01000177,18.4577269,15.59067963,1.078104484
E01000178,18.46577831,15.58654996,1.078995209
E01000179,18.29244752,15.63656901,1.068636548
E01000180,18.82470098,15.66840652,1.087267518
E01000181,18.61055163,15.61493652,1.083101168
E01000182,19.11342481,15.73211313,1.098740709
E01000183,18.68925061,15.67887172,1.077498287
E01000184,18.01775368,15.56945101,1.062301636
E01000185,18.2514286,15.6479578,1.066286802
E01000186,16.06491755,14.94993877,0.98381194
E01000187,15.92743647,14.92660361,0.98290909
E01000188,15.00895754,14.58991623,0.991821786
E01000189,15.87379212,14.83597267,0.982733332
E01000190,15.93874685,14.7095464,0.984821064
E01000191,16.03413546,14.91770998,0.984097809
E01000192,16.72709872,15.11858104,0.999012245
E01000193,16.58186371,15.00129208,0.996069063
E01000194,16.89482984,15.12033897,1.005724934
E01000195,15.31633065,14.76406342,0.984412707
E01000196,18.09781653,15.6381344,1.062702398
E01000197,18.20640459,15.66401528,1.066990974
E01000198,18.21637795,15.70395087,1.064072928
E01000199,17.94726561,15.55723503,1.058698133
E01000200,18.23324874,15.72936884,1.06924884
E01000201,18.37073767,15.76488536,1.069958833
E01000202,18.22101212,15.71898079,1.066871643
E01000203,18.34014263,15.72407271,1.070963012
E01000204,17.71914245,15.4744555,1.053550352
E01000205,18.75857813,15.72637366,1.073991207
E01000206,19.59347708,15.7232515,1.094463113
E01000207,19.00551224,15.69577397,1.076928035
E01000208,19.02040516,15.71757483,1.091116757
E01000209,18.84266047,15.74671522,1.074267824
E01000210,18.57446747,15.68076665,1.071209037
E01000211,18.88660559,15.90278528,1.073587378
E01000212,19.32138065,15.72397756,1.078341376
E01000213,19.16811206,15.69308666,1.08150333
E01000214,19.58575845,15.74108065,1.084939112
E01000215,19.29196903,15.91235175,1.079077954
E01000216,19.39652269,15.91874619,1.08054294
E01000217,18.87048504,15.7979236,1.074097661
E01000218,19.39697994,15.84799798,1.079669372
E01000219,19.51515007,16.07758904,1.087964177
E01000220,19.46890772,15.92035653,1.081867861
E01000221,19.79900751,16.01091831,1.092948518
E01000222,20.12244597,16.00550534,1.100045052
E01000223,20.20755581,16.07596749,1.105254877
E01000224,20.21978885,16.08999285,1.106156802
E01000225,18.77080618,15.84985361,1.072588464
E01000226,16.886906,15.16621322,1.00418551
E01000227,16.55569458,14.98208523,0.995523214
E01000228,15.16383711,14.66074308,0.987512549
E01000229,16.03959498,14.96734043,0.98355132
E01000230,15.98582905,14.89288371,0.98401881
E01000231,15.98302122,14.84297093,0.981686968
E01000232,16.25016062,14.95899419,0.986882683
E01000233,16.80506714,15.12786151,1.000340873
E01000234,16.74957832,15.15190078,0.999327034
E01000235,16.92605588,15.11850434,1.004322533
E01000236,18.89930596,15.95190348,1.067988172
E01000237,18.87037174,15.94176019,1.068220638
E01000238,18.88104379,15.94706671,1.067427541
E01000239,18.59999328,15.774304,1.055987809
E01000240,18.08199797,15.56420124,1.043861217
E01000241,18.19348575,15.62970499,1.050247627
E01000242,18.27205747,15.71653112,1.063310404
E01000243,18.62401189,15.82783905,1.062378744
E01000244,18.53580136,15.78676925,1.058624181
E01000245,18.87375696,15.94340911,1.068065741
E01000246,15.13536639,14.4503534,0.993319098
E01000247,15.07116557,14.42891558,0.989421296
E01000248,14.47666934,14.40805825,0.979383386
E01000249,14.31275757,14.39141088,0.978856437
E01000250,15.03208682,14.43381759,0.988429222
E01000251,15.56381186,14.5325061,0.992136665
E01000252,15.73036609,14.56282997,0.998777923
E01000253,14.12249978,14.3555158,0.983518799
E01000254,14.1763214,14.40451715,0.985390847
E01000255,16.22911596,14.78878498,0.985712767
E01000256,16.86312094,15.00253339,1.002304643
E01000257,17.24283439,15.20450286,1.033426746
E01000258,16.51377187,14.87756945,0.992194652
E01000259,17.41346836,15.22372627,1.020097136
E01000260,17.42461385,15.23116143,1.020413999
E01000261,15.73690764,14.65677485,0.976032848
E01000262,16.21122646,14.79123211,0.987214595
E01000263,16.10899016,14.82074749,0.983510276
E01000264,16.38235552,14.92533898,0.989863842
E01000265,16.97161664,15.28493341,1.05011415
E01000266,16.90374065,15.18657623,1.039820903
E01000267,15.90039189,14.74180352,1.005403631
E01000268,15.77126648,14.57076291,1.000426722
E01000269,15.57318429,14.58715122,0.990617352
E01000270,15.72178327,14.6110459,1.001577051
E01000271,15.89974614,14.72170448,1.002964627
E01000272,16.20619818,14.87429806,1.015610997
E01000273,16.3942756,14.94108341,1.01907265
E01000274,16.48557493,15.01000654,1.027627831
E01000275,16.71600281,15.06411375,1.021578785
E01000276,16.59097894,14.99093879,1.013646357
E01000277,16.6388073,15.01023056,1.015380679
E01000278,16.83646983,15.0102388,1.016605439
E01000279,15.12845211,14.50716667,0.970017016
E01000280,15.99652025,14.77383605,1.000450756
E01000281,16.4136383,14.95042303,1.018800337
E01000282,15.90946002,14.74367291,0.994601876
E01000283,16.48185094,14.95813843,1.012351752
E01000284,16.71982667,15.07219072,1.02441119
E01000285,14.65912464,14.40935635,0.971036455
E01000286,14.66356112,14.41980089,0.974185489
E01000287,14.95720956,14.47387629,0.973616178
E01000288,15.64040772,14.60391776,0.99330164
E01000289,15.01354686,14.4905055,0.975646965
E01000290,14.68911552,14.48949305,0.98112299
E01000291,15.21496797,14.52461146,0.979550073
E01000292,15.00422469,14.48310696,0.980153314
E01000293,15.5401726,14.53142314,0.99149958
E01000294,14.89686831,14.47342863,0.977880531
E01000295,17.72247597,15.54877075,1.051249375
E01000296,17.71752529,15.51634033,1.054673647
E01000297,18.02560633,15.64603036,1.064833944
E01000298,17.68479031,15.55549158,1.04855424
E01000299,17.1067276,15.19925308,1.032401919
E01000300,17.1067276,15.19925308,1.032401919
E01000301,17.265536,15.32876607,1.037060301
E01000302,17.14984031,15.22142384,1.033992431
E01000303,17.36661501,15.33313869,1.041985858
E01000304,17.61909267,15.3271974,1.046445691
E01000305,19.70948375,16.04883875,1.089865823
E01000306,19.49795089,16.06785693,1.084881641
E01000307,19.55859217,16.0770092,1.088971918
E01000308,19.30955485,15.91084917,1.077325668
E01000309,18.94743083,15.9010131,1.065792519
E01000310,19.44694257,16.04722979,1.085237524
E01000311,19.20193258,15.94855438,1.077404178
E01000312,18.99062456,15.75246906,1.06628505
E01000313,19.09987964,15.76594926,1.06966532
E01000314,19.28790863,15.99845478,1.07707621
E01000315,17.73951899,15.53401784,1.055241648
E01000316,17.77798083,15.55664861,1.052218435
E01000317,17.40795898,15.35416162,1.043514932
E01000318,17.47931392,15.48221059,1.048965764
E01000319,17.68228942,15.5585878,1.048059744
E01000320,16.90257005,15.17519756,1.036984285
E01000321,16.83356559,15.12418652,1.02699126
E01000322,17.22552621,15.35722146,1.044122821
E01000323,17.36243665,15.42538776,1.043857326
E01000324,17.2525093,15.35164339,1.036739077
E01000325,14.04560696,14.90188925,1.138426871
E01000326,13.87412103,14.90701521,1.150984183
E01000327,14.25508969,14.89744707,1.124849747
E01000328,13.88030003,14.89721124,1.132518483
E01000329,14.14968765,14.94847718,1.084277026
E01000330,14.1634981,14.89460937,1.115939448
E01000331,13.74388019,14.88382525,1.113117841
E01000332,14.86169679,14.96070651,1.240024115
E01000333,14.93646961,14.96393436,1.188499786
E01000334,15.01363626,14.97235653,1.189259375
E01000335,14.99440622,14.94965982,1.312416911
E01000336,15.38501263,15.04947567,1.211027026
E01000337,15.12783047,14.99779008,1.237214788
E01000338,15.08692437,14.99028764,1.228964361
E01000339,14.84671506,14.79885985,1.041441872
E01000340,15.31877069,15.11999868,1.055068332
E01000341,14.91134469,15.00482009,1.047212443
E01000342,15.03775508,14.99398359,1.039887825
E01000343,15.15437166,15.01546079,1.039847448
E01000344,14.96903684,14.88507787,1.039714519
E01000345,14.74800171,14.90206852,1.047357939
E01000346,14.49436082,14.94126369,1.050340375
E01000347,14.66954511,14.9633992,1.047871025
E01000348,14.08994454,14.92166544,1.052303923
E01000349,13.92588022,14.91382568,1.056444385
E01000350,14.6938774,14.9629415,1.047179586
E01000351,14.37528034,14.89938242,1.050280756
E01000352,14.46098418,14.95254741,1.053499617
E01000353,14.7521867,14.92022698,1.137002504
E01000354,15.02918334,14.94236768,1.130990204
E01000355,14.42275738,14.92923566,1.142818375
E01000356,15.03336298,14.97885039,1.111095901
E01000357,15.26189322,15.01775562,1.10351112
E01000358,14.63912682,14.92344024,1.110948646
E01000359,15.33403873,15.01507473,1.114896059
E01000360,14.34942222,14.95554445,1.091225276
E01000361,14.82147486,15.04594228,1.068827096
E01000362,14.09518075,14.93514941,1.087291548
E01000363,14.21008009,14.97394192,1.075220158
E01000364,13.85905731,14.91296177,1.090605606
E01000365,14.9189986,15.00428484,1.099793489
E01000366,14.8284325,14.96696529,1.105963406
E01000367,13.98975634,14.88573183,1.197222285
E01000368,14.38169697,14.953426,1.160787323
E01000369,14.15279829,14.92961096,1.185602719
E01000370,14.27038043,14.92930244,1.148746595
E01000371,13.94113296,14.91386595,1.156351512
E01000372,14.46942919,14.97101682,1.182110351
E01000373,13.97409199,14.88146425,1.195556109
E01000374,13.60365429,14.94751933,1.178077665
E01000375,13.64232352,14.94125663,1.150272169
E01000376,13.65328521,14.9171609,1.153815501
E01000377,13.7733184,14.9163564,1.139522537
E01000378,13.66947964,14.90021503,1.137672371
E01000379,13.54097824,14.89145181,1.137887495
E01000380,13.6147463,14.86639262,1.162627339
E01000381,13.51099348,14.60014105,1.033114433
E01000382,13.66720592,14.62181683,1.037149964
E01000383,12.64697674,14.5873458,1.033038088
E01000384,14.07882034,14.70816734,1.066868169
E01000385,13.11155165,14.5521948,1.010174181
E01000386,13.56683647,14.64386192,1.017137338
E01000387,13.54081738,14.65574694,1.035071982
E01000388,15.01762154,15.05950503,1.077433948
E01000389,14.74481859,15.05068498,1.08088437
E01000390,14.63807323,15.03570996,1.071121212
E01000391,14.91163413,15.06850708,1.069347952
E01000392,15.22457284,15.0205326,1.096669654
E01000393,15.12984765,15.00532814,1.101169312
E01000394,15.18686808,15.02420326,1.094430921
E01000395,15.93372608,15.21915014,1.091470226
E01000396,15.6175654,15.12873758,1.087377237
E01000398,15.67575036,15.11872148,1.111069456
E01000399,15.51360702,15.09981229,1.088392379
E01000400,15.73153346,15.14572763,1.097970677
E01000401,15.32577428,15.0476934,1.092246607
E01000402,14.97611515,14.97038868,1.198033007
E01000403,13.9508403,14.80158771,1.310442969
E01000404,14.15059392,14.82964251,1.474528148
E01000405,14.20529862,14.82856176,1.523019296
E01000406,14.5653276,14.94560166,1.262626813
E01000407,14.31611845,14.90393723,1.271274501
E01000408,14.87013912,14.92446423,1.288213849
E01000409,15.43509205,15.14808307,1.063605347
E01000410,15.27624415,15.12969694,1.060915942
E01000411,15.39311218,15.15145969,1.058513403
E01000412,15.41618665,15.1482612,1.062026411
E01000413,15.12856939,15.1076221,1.061064603
E01000414,15.35350547,15.05928008,1.087305821
E01000415,15.3259813,15.07939075,1.080847011
E01000416,15.43431175,15.08529707,1.211408089
E01000417,15.26194114,15.0091109,1.170135017
E01000418,15.37082099,15.04633889,1.208198478
E01000419,15.40588298,15.06067875,1.136180753
E01000420,15.05003422,14.9689205,1.172207073
E01000421,15.07597415,14.95196702,1.138057763
E01000422,15.4393439,15.11237453,1.241991864
E01000423,14.7844748,14.77267465,1.046742649
E01000424,14.32575439,14.70931519,1.080625145
E01000425,14.76666106,14.78505848,1.047176599
E01000426,14.5466598,14.7313052,1.071972713
E01000427,14.33180636,14.70786137,1.078038984
E01000428,13.95599628,14.69325213,1.054526034
E01000429,13.69574206,14.72097801,1.308848766
E01000430,13.57026132,14.72412364,1.280091286
E01000431,14.07683214,14.90693343,1.209511386
E01000432,13.61694395,14.74252415,1.209419199
E01000433,14.00873595,14.91437605,1.178029592
E01000434,13.38070827,14.84553836,1.20068766
E01000435,13.70065905,14.87706379,1.162208271
E01000436,14.81808139,14.92363171,1.144016869
E01000437,14.62574116,14.95755362,1.185029616
E01000438,14.86382973,14.94072536,1.163963967
E01000439,14.35538846,14.95564561,1.184553698
E01000440,14.73523926,14.93149942,1.149551424
E01000441,14.44685942,14.97158351,1.170543578
E01000442,14.85454287,14.95591513,1.186748764
E01000443,13.73638633,14.69655641,1.040328963
E01000444,13.22435899,14.80741777,1.099807132
E01000445,13.47765164,14.69712454,1.041902575
E01000446,13.95943331,14.83551196,1.047731527
E01000447,13.6421566,14.79315042,1.050960243
E01000448,13.59186802,14.81977927,1.053556074
E01000449,13.67138038,14.90126088,1.06373268
E01000450,15.30877217,15.01485261,1.123741818
E01000451,15.31659349,15.01001941,1.115846795
E01000452,15.11912232,14.9527958,1.126608639
E01000453,15.26770432,15.00688635,1.112691572
E01000454,15.52876165,15.08545658,1.108019809
E01000455,15.37846604,15.06297664,1.09002145
E01000456,15.14118548,15.00698607,1.100684798
E01000457,14.22931109,14.69154868,1.08348221
E01000458,13.82123904,14.64216861,1.042508508
E01000459,13.83135846,14.64054042,1.047097211
E01000460,14.41502199,14.77473923,1.050885903
E01000461,14.0844901,14.71358318,1.045850473
E01000462,14.45043829,14.75305012,1.057177143
E01000463,14.73268478,14.78708278,1.0459661
E01000464,15.38496967,15.04946698,1.211032417
E01000465,15.19831738,15.01280291,1.236689544
E01000466,15.47076869,15.1682837,1.329961926
E01000467,15.60876865,15.25613259,1.390404082
E01000468,15.23915759,15.10958914,1.404956398
E01000469,15.39786735,15.14354029,1.365434945
E01000470,15.42081662,15.12451837,1.274269664
E01000471,21.85182114,16.28430446,1.169925142
E01000472,21.35499256,16.20671792,1.166361965
E01000473,20.86546931,16.06497682,1.146657225
E01000474,21.04197639,16.10577744,1.149962083
E01000475,20.58282379,15.95635537,1.138455726
E01000476,21.47745355,16.24558263,1.166049629
E01000477,21.59361034,16.26611282,1.168025218
E01000478,21.01490842,16.10884721,1.151748329
E01000479,18.98970376,15.45932396,1.065964242
E01000480,19.02383696,15.48370998,1.067368951
E01000481,19.34648704,15.70896614,1.08057837
E01000482,19.89237218,15.83657158,1.097639998
E01000483,20.32883108,16.03049956,1.112798666
E01000484,17.95472449,15.08708429,1.035060222
E01000485,18.16421858,15.18386574,1.042013654
E01000486,18.62444163,15.35746293,1.0560061
E01000487,18.66857216,15.33444321,1.05609178
E01000488,21.85954046,16.25350968,1.167033665
E01000489,22.48881706,16.40064724,1.192320221
E01000490,23.04682228,16.52819116,1.219112013
E01000491,22.96222784,16.51621794,1.216556663
E01000492,22.38622434,16.37248854,1.186928874
E01000493,22.0203754,16.27365741,1.173609322
E01000494,22.28279189,16.35509758,1.18034909
E01000495,22.51905595,16.40362756,1.191349063
E01000497,20.40446903,16.08254166,1.107148282
E01000498,19.75522614,15.96467686,1.089242339
E01000499,20.20202112,16.08664916,1.10352355
E01000501,20.6094086,16.08665946,1.112812744
E01000502,20.5368526,16.13074876,1.114703381
E01000503,20.87083329,16.09794801,1.118940726
E01000504,21.28560066,16.17580986,1.139862657
E01000505,21.60965851,16.23019905,1.149310157
E01000506,21.26760173,16.18015097,1.140241181
E01000507,21.14950079,16.14950829,1.132074638
E01000508,21.27462795,16.18825023,1.141781988
E01000509,20.5507559,16.11629591,1.113899692
E01000510,20.68615569,16.09238009,1.114507062
E01000511,20.74086307,16.09337988,1.116157191
E01000512,21.07456575,16.1977631,1.138797084
E01000513,18.29523356,15.34495943,1.047446413
E01000514,18.71669655,15.64439329,1.057614235
E01000515,18.36292319,15.36611215,1.049633537
E01000516,18.26342256,15.33721193,1.046810355
E01000517,18.28837925,15.29261239,1.04692858
E01000518,18.94440369,15.64375417,1.066261486
E01000519,18.77609097,15.48808191,1.063080148
E01000520,18.38185146,15.4113782,1.049443977
E01000521,21.79774094,16.32026291,1.178180933
E01000522,21.77358437,16.28484344,1.17394197
E01000523,21.85702416,16.27030555,1.171292371
E01000524,22.19245529,16.29942831,1.184762344
E01000525,22.34525625,16.29794353,1.190448153
E01000526,21.43573523,16.23913939,1.155585847
E01000527,21.82794349,16.27044127,1.17094948
E01000528,21.77420494,16.28473532,1.173922264
E01000530,23.20150373,16.52892874,1.223878706
E01000531,22.63833618,16.34801292,1.196922541
E01000532,22.63833618,16.34801292,1.196922541
E01000533,21.88295142,16.28540415,1.177188988
E01000534,22.49029708,16.35845942,1.192338907
E01000535,22.66689846,16.36075203,1.198475812
E01000536,17.72429573,14.94608707,1.028229077
E01000538,17.91718187,15.07636443,1.03393716
E01000539,18.02342608,15.10521778,1.037027042
E01000540,17.88175773,15.01669461,1.033167374
E01000541,17.58522631,14.98295442,1.023478323
E01000543,17.96528568,15.16696048,1.036468673
E01000544,23.79585838,16.73409271,1.265782833
E01000545,23.5221109,16.62716333,1.241012452
E01000546,23.45125632,16.61321723,1.237931754
E01000547,22.97636986,16.51974678,1.217284083
E01000548,22.98218071,16.52126667,1.21762798
E01000549,23.19770525,16.5776394,1.230383095
E01000550,24.09280367,16.82407468,1.283805338
E01000551,23.79585838,16.73409271,1.265782833
E01000552,23.79585838,16.73409271,1.265782833
E01000553,20.94747704,16.10700383,1.122840804
E01000554,20.74531555,16.07713509,1.114426255
E01000555,20.97140795,16.11842739,1.125070593
E01000556,21.17377992,16.15186555,1.131268441
E01000557,21.65755869,16.22905548,1.151730594
E01000558,21.61102676,16.2304287,1.149350047
E01000559,21.67082405,16.23936415,1.151809007
E01000560,22.02817968,16.29276348,1.166504039
E01000561,22.11657671,16.30584099,1.16950774
E01000562,17.7137412,14.92445684,1.045891286
E01000563,18.19085813,15.09240505,1.04936397
E01000564,18.83148418,15.32413798,1.065759638
E01000565,18.65000158,15.26715756,1.064488488
E01000566,18.37820157,15.15982732,1.052021342
E01000567,17.90451241,15.00362587,1.05166471
E01000568,17.80068164,14.94666317,1.034150019
E01000569,17.86373138,14.96857738,1.043457508
E01000570,18.80167961,15.31958961,1.067000747
E01000571,19.41715305,15.50795487,1.076594842
E01000572,18.02160273,15.04275425,1.038365394
E01000573,18.55550047,15.25731835,1.051501779
E01000574,18.47603441,15.21783632,1.050512568
E01000575,18.6751864,15.29515259,1.055012113
E01000576,19.02746677,15.43698151,1.06641157
E01000577,18.98358311,15.37929647,1.063895218
E01000578,19.78287749,15.6688551,1.090174571
E01000579,23.56936264,16.65478473,1.249626519
E01000580,23.36072801,16.61281335,1.238180342
E01000581,23.29893287,16.60272572,1.236505168
E01000582,23.09898407,16.50904696,1.21920767
E01000583,24.03425534,16.80681408,1.280446318
E01000584,23.23989854,16.53942219,1.226125309
E01000585,23.3403994,16.57461275,1.233294195
E01000586,23.78996501,16.73202914,1.265362449
E01000587,17.56976896,15.09562849,1.025356452
E01000588,18.12634529,15.37907757,1.044884833
E01000589,17.88675331,15.17571465,1.034869876
E01000590,18.19602218,15.32127625,1.045520479
E01000591,18.09486538,15.24839226,1.040927186
E01000592,17.56779861,15.09523773,1.025300741
E01000593,17.74652789,15.18310843,1.033702863
E01000594,17.30877872,14.94971561,1.016718918
E01000595,21.68971644,16.30344845,1.174288615
E01000596,21.33755607,16.23340306,1.154223389
E01000599,21.77371424,16.28503387,1.173964759
E01000600,22.15424679,16.31004313,1.178048047
E01000601,21.02381403,16.18185863,1.138824313
E01000602,21.14375852,16.21330551,1.149988598
E01000603,21.11257172,16.21361351,1.153493047
E01000604,21.19095387,16.22570021,1.156215268
E01000605,21.79484764,16.31933652,1.178026032
E01000606,18.35558124,15.16569595,1.062652327
E01000607,19.09603645,15.41483791,1.080567116
E01000608,18.91167899,15.35491502,1.072575835
E01000609,18.6911686,15.27657239,1.076928118
E01000610,19.65189036,15.60139848,1.093788512
E01000611,19.30035448,15.48062332,1.090892146
E01000612,19.35507235,15.49937997,1.091876107
E01000613,19.10306719,15.41030124,1.071317562
E01000615,20.51893208,16.05338339,1.123013207
E01000616,20.23239799,15.82441262,1.112250082
E01000617,20.68357656,16.00622421,1.137183319
E01000618,21.07735723,16.19658975,1.152154247
E01000619,20.67739296,16.00323486,1.136948228
E01000620,21.17207148,16.15043559,1.154933579
E01000621,21.44603386,16.26199497,1.165433126
